"""Meter Reading (MR) Doc. No.""",HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,SM_FORENAME,SM_SURNAME,SM_STREET,SM_STREETNO,SM_POST_CODE1,SM_CITY1,SM_CITY2,SM_EMAIL
Meter Reading (MR) Doc. No.,UjUVQSTJVO+Q/ztOSrVBCeyOYcKcQGAyCYsWShh,FOqyQRtnnTrvKcxTTUAWXMoail/GZdWYRaWs+dk,XnlUys++UzVQpAWH+ArJhnRCRZv+HWsXSZeVMtf,pDRkEYLrlbQzqPaCyCwMLIOYsnymdQCgKtrXsQX,61,MANDATORY_READING,Herr,Peter,Schulz,Bergstraße,1a,58097,Hagen,Innenstadt,peter.schulz@example.com
Meter Reading (MR) Doc. No.,UjUVQSTJVO+Q/ztOSrVBCeyOYcKcQGAyCYsWShh,FOqyQRtnnTrvKcxTTUAWXMoail/GZdWYRaWs+dk,XnlUys++UzVQpAWH+ArJhnRCRZv+HWsXSZeVMtf,pDRkEYLrlbQzqPaCyCwMLIOYsnymdQCgKtrXsQX,61,MANDATORY_READING,Herr,Peter,Schulz,Bergstraße,1a,58097,Hagen,Innenstadt,peter.schulz@example.com
Meter Reading (MR) Doc. No.,UjUVQSTJVO+Q/ztOSrVBCeyOYcKcQGAyCYsWShh,FOqyQRtnnTrvKcxTTUAWXMoail/GZdWYRaWs+dk,XnlUys++UzVQpAWH+ArJhnRCRZv+HWsXSZeVMtf,pDRkEYLrlbQzqPaCyCwMLIOYsnymdQCgKtrXsQX,61,MANDATORY_READING,Herr,Peter,Schulz,Bergstraße,1a,58097,Hagen,Innenstadt,peter.schulz@example.com
Meter Reading (MR) Doc. No.,ZnvQCWbIWRcjqAFcM/TnRhRPsnSMkgLPTtnXDBG,NBniNjhjUCiqDeaeSFneTYKXkoMn/zKnwrlxaWT,hpoNsvQBxFdVdOMvMtPMhsXzcRyzeoWSUsPKpUY,NXjOJqQeAgFVMeEgZXJWfRbnOzXkwUmOXenMFj+,999,MANDATORY_READING,Dr.,Thomas,Hoffmann,Bahnhofstraße,20,58840,Plettenberg,Bremcke,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,ZnvQCWbIWRcjqAFcM/TnRhRPsnSMkgLPTtnXDBG,NBniNjhjUCiqDeaeSFneTYKXkoMn/zKnwrlxaWT,hpoNsvQBxFdVdOMvMtPMhsXzcRyzeoWSUsPKpUY,NXjOJqQeAgFVMeEgZXJWfRbnOzXkwUmOXenMFj+,999,MANDATORY_READING,Dr.,Thomas,Hoffmann,Bahnhofstraße,20,58840,Plettenberg,Bremcke,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,ZnvQCWbIWRcjqAFcM/TnRhRPsnSMkgLPTtnXDBG,NBniNjhjUCiqDeaeSFneTYKXkoMn/zKnwrlxaWT,hpoNsvQBxFdVdOMvMtPMhsXzcRyzeoWSUsPKpUY,NXjOJqQeAgFVMeEgZXJWfRbnOzXkwUmOXenMFj+,999,MANDATORY_READING,Dr.,Thomas,Hoffmann,Bahnhofstraße,20,58840,Plettenberg,Bremcke,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,ZnvQCWbIWRcjqAFcM/TnRhRPsnSMkgLPTtnXDBG,NBniNjhjUCiqDeaeSFneTYKXkoMn/zKnwrlxaWT,hpoNsvQBxFdVdOMvMtPMhsXzcRyzeoWSUsPKpUY,NXjOJqQeAgFVMeEgZXJWfRbnOzXkwUmOXenMFj+,999,MANDATORY_READING,Dr.,Thomas,Hoffmann,Bahnhofstraße,20,58840,Plettenberg,Bremcke,thomas.hoffmann@example.com
Meter Reading (MR) Doc. No.,hWiFktyUZYUsFrDKVUJVaGU+ttVefpTMtSAgsDb,gSHfVHWcTOEoGTUEAoTQLYnIosRQ+VQfwZRYhBq,vN+W/DYPVtVhoqmFabgtkGiAUTFMCZxtjDbxDOP,JyUfalURpTetKrSXCyyaqR/VKDlNZfAgEvYiQzX,23,MANDATORY_READING,Frau,Hans,Schneider,Gartenstraße,3b,58507,Lüdenscheid,,hans.schneider@example.com
Meter Reading (MR) Doc. No.,hWiFktyUZYUsFrDKVUJVaGU+ttVefpTMtSAgsDb,gSHfVHWcTOEoGTUEAoTQLYnIosRQ+VQfwZRYhBq,vN+W/DYPVtVhoqmFabgtkGiAUTFMCZxtjDbxDOP,JyUfalURpTetKrSXCyyaqR/VKDlNZfAgEvYiQzX,23,MANDATORY_READING,Frau,Hans,Schneider,Gartenstraße,3b,58507,Lüdenscheid,,hans.schneider@example.com
Meter Reading (MR) Doc. No.,hWiFktyUZYUsFrDKVUJVaGU+ttVefpTMtSAgsDb,gSHfVHWcTOEoGTUEAoTQLYnIosRQ+VQfwZRYhBq,vN+W/DYPVtVhoqmFabgtkGiAUTFMCZxtjDbxDOP,JyUfalURpTetKrSXCyyaqR/VKDlNZfAgEvYiQzX,23,MANDATORY_READING,Frau,Hans,Schneider,Gartenstraße,3b,58507,Lüdenscheid,,hans.schneider@example.com
Meter Reading (MR) Doc. No.,hWiFktyUZYUsFrDKVUJVaGU+ttVefpTMtSAgsDb,gSHfVHWcTOEoGTUEAoTQLYnIosRQ+VQfwZRYhBq,vN+W/DYPVtVhoqmFabgtkGiAUTFMCZxtjDbxDOP,JyUfalURpTetKrSXCyyaqR/VKDlNZfAgEvYiQzX,23,MANDATORY_READING,Frau,Hans,Schneider,Gartenstraße,3b,58507,Lüdenscheid,,hans.schneider@example.com
Meter Reading (MR) Doc. No.,hWiFktyUZYUsFrDKVUJVaGU+ttVefpTMtSAgsDb,gSHfVHWcTOEoGTUEAoTQLYnIosRQ+VQfwZRYhBq,vN+W/DYPVtVhoqmFabgtkGiAUTFMCZxtjDbxDOP,JyUfalURpTetKrSXCyyaqR/VKDlNZfAgEvYiQzX,23,MANDATORY_READING,Frau,Hans,Schneider,Gartenstraße,3b,58507,Lüdenscheid,,hans.schneider@example.com
Meter Reading (MR) Doc. No.,JfTqhPiunYm/mWuURekvkEQXtfgTcOguYrxcDvo,ZnSuFXNYcfNWmfrEQwBkMAhyZRqSyYfLntr+EFW,/asRLDAxLDoctZoXTYZpSbPJNEWQahZDMdimE/N,FDRSPkhAkNegSRMCicZyXRmntakwZvuRrWuRmyp,3,MANDATORY_READING,Dr.,Petra,Hoffmann,Lindenallee,42,58540,Meinerzhagen,Meinerzhagen,petra.hoffmann@example.com
Meter Reading (MR) Doc. No.,JfTqhPiunYm/mWuURekvkEQXtfgTcOguYrxcDvo,ZnSuFXNYcfNWmfrEQwBkMAhyZRqSyYfLntr+EFW,/asRLDAxLDoctZoXTYZpSbPJNEWQahZDMdimE/N,FDRSPkhAkNegSRMCicZyXRmntakwZvuRrWuRmyp,3,MANDATORY_READING,Dr.,Petra,Hoffmann,Lindenallee,42,58540,Meinerzhagen,Meinerzhagen,petra.hoffmann@example.com
Meter Reading (MR) Doc. No.,JfTqhPiunYm/mWuURekvkEQXtfgTcOguYrxcDvo,ZnSuFXNYcfNWmfrEQwBkMAhyZRqSyYfLntr+EFW,/asRLDAxLDoctZoXTYZpSbPJNEWQahZDMdimE/N,FDRSPkhAkNegSRMCicZyXRmntakwZvuRrWuRmyp,3,MANDATORY_READING,Dr.,Petra,Hoffmann,Lindenallee,42,58540,Meinerzhagen,Meinerzhagen,petra.hoffmann@example.com
Meter Reading (MR) Doc. No.,JfTqhPiunYm/mWuURekvkEQXtfgTcOguYrxcDvo,ZnSuFXNYcfNWmfrEQwBkMAhyZRqSyYfLntr+EFW,/asRLDAxLDoctZoXTYZpSbPJNEWQahZDMdimE/N,FDRSPkhAkNegSRMCicZyXRmntakwZvuRrWuRmyp,3,MANDATORY_READING,Dr.,Petra,Hoffmann,Lindenallee,42,58540,Meinerzhagen,Meinerzhagen,petra.hoffmann@example.com
Meter Reading (MR) Doc. No.,ggjxYxRBSQUVDXYORjWInXg/LtxgxDggWqQbRU+,RTfUqNVh+cLpixlxhEcqRVTXACyQXaa/U/fKYMT,XnxrJeBALQhYZlLVrHryRXQXdtTWAIAYzNQ/NeV,tRGkSyKzCNpjrVT/CQZRMU/iIzDMtbhZqcjBAIp,2,MANDATORY_READING,Dipl.-Ing.,Klaus,Fischer,Kirchweg,2,58507,Lüdenscheid,,klaus.fischer@example.com
Meter Reading (MR) Doc. No.,ggjxYxRBSQUVDXYORjWInXg/LtxgxDggWqQbRU+,RTfUqNVh+cLpixlxhEcqRVTXACyQXaa/U/fKYMT,XnxrJeBALQhYZlLVrHryRXQXdtTWAIAYzNQ/NeV,tRGkSyKzCNpjrVT/CQZRMU/iIzDMtbhZqcjBAIp,2,MANDATORY_READING,Dipl.-Ing.,Klaus,Fischer,Kirchweg,2,58507,Lüdenscheid,,klaus.fischer@example.com
Meter Reading (MR) Doc. No.,ggjxYxRBSQUVDXYORjWInXg/LtxgxDggWqQbRU+,RTfUqNVh+cLpixlxhEcqRVTXACyQXaa/U/fKYMT,XnxrJeBALQhYZlLVrHryRXQXdtTWAIAYzNQ/NeV,tRGkSyKzCNpjrVT/CQZRMU/iIzDMtbhZqcjBAIp,2,MANDATORY_READING,Dipl.-Ing.,Klaus,Fischer,Kirchweg,2,58507,Lüdenscheid,,klaus.fischer@example.com
Meter Reading (MR) Doc. No.,ggjxYxRBSQUVDXYORjWInXg/LtxgxDggWqQbRU+,RTfUqNVh+cLpixlxhEcqRVTXACyQXaa/U/fKYMT,XnxrJeBALQhYZlLVrHryRXQXdtTWAIAYzNQ/NeV,tRGkSyKzCNpjrVT/CQZRMU/iIzDMtbhZqcjBAIp,2,MANDATORY_READING,Dipl.-Ing.,Klaus,Fischer,Kirchweg,2,58507,Lüdenscheid,,klaus.fischer@example.com
Meter Reading (MR) Doc. No.,SWOvtCzxZqBbQ+eMvWhOXnuyN/aOYmNUMxAbAWV,UAXClVetOgSqSFRzOkj+T/TWeNTTBNJVQnIUPhz,XoQeBwYCrFBikrZXuFTZeTbSqEwLIzEb+aIhESd,dbAvadfczYEZFVYUaTbVssDzqVEQrspmtfzdWnL,104,MANDATORY_READING,Dr.,Michael,Fischer,Dorfstraße,10,58097,Hagen,Ischeland,michael.fischer@example.com
Meter Reading (MR) Doc. No.,SWOvtCzxZqBbQ+eMvWhOXnuyN/aOYmNUMxAbAWV,UAXClVetOgSqSFRzOkj+T/TWeNTTBNJVQnIUPhz,XoQeBwYCrFBikrZXuFTZeTbSqEwLIzEb+aIhESd,dbAvadfczYEZFVYUaTbVssDzqVEQrspmtfzdWnL,104,MANDATORY_READING,Dr.,Michael,Fischer,Dorfstraße,10,58097,Hagen,Ischeland,michael.fischer@example.com
Meter Reading (MR) Doc. No.,SWOvtCzxZqBbQ+eMvWhOXnuyN/aOYmNUMxAbAWV,UAXClVetOgSqSFRzOkj+T/TWeNTTBNJVQnIUPhz,XoQeBwYCrFBikrZXuFTZeTbSqEwLIzEb+aIhESd,dbAvadfczYEZFVYUaTbVssDzqVEQrspmtfzdWnL,104,MANDATORY_READING,Dr.,Michael,Fischer,Dorfstraße,10,58097,Hagen,Ischeland,michael.fischer@example.com
Meter Reading (MR) Doc. No.,SWOvtCzxZqBbQ+eMvWhOXnuyN/aOYmNUMxAbAWV,UAXClVetOgSqSFRzOkj+T/TWeNTTBNJVQnIUPhz,XoQeBwYCrFBikrZXuFTZeTbSqEwLIzEb+aIhESd,dbAvadfczYEZFVYUaTbVssDzqVEQrspmtfzdWnL,104,MANDATORY_READING,Dr.,Michael,Fischer,Dorfstraße,10,58097,Hagen,Ischeland,michael.fischer@example.com
Meter Reading (MR) Doc. No.,yQkzxHdEQXAFeOUwZSFadQuEhX+KRsaVBcK+MAd,KyvTirtpyQoru/LXbReUBZEinSPNvViReJGNxrk,PvKIvNTICsAGbUATSWSA/vB+RScDJzRZreblZJy,kIbRpfhpUYdVhCopXuVVyRsTSgeClSRDWPCNrBI,14,MANDATORY_READING,Dipl.-Ing.,Peter,Becker,Waldweg,20,58553,Halver,Buschhausen,peter.becker@example.com
Meter Reading (MR) Doc. No.,yQkzxHdEQXAFeOUwZSFadQuEhX+KRsaVBcK+MAd,KyvTirtpyQoru/LXbReUBZEinSPNvViReJGNxrk,PvKIvNTICsAGbUATSWSA/vB+RScDJzRZreblZJy,kIbRpfhpUYdVhCopXuVVyRsTSgeClSRDWPCNrBI,14,MANDATORY_READING,Dipl.-Ing.,Peter,Becker,Waldweg,20,58553,Halver,Buschhausen,peter.becker@example.com
Meter Reading (MR) Doc. No.,yQkzxHdEQXAFeOUwZSFadQuEhX+KRsaVBcK+MAd,KyvTirtpyQoru/LXbReUBZEinSPNvViReJGNxrk,PvKIvNTICsAGbUATSWSA/vB+RScDJzRZreblZJy,kIbRpfhpUYdVhCopXuVVyRsTSgeClSRDWPCNrBI,14,MANDATORY_READING,Dipl.-Ing.,Peter,Becker,Waldweg,20,58553,Halver,Buschhausen,peter.becker@example.com
Meter Reading (MR) Doc. No.,yQkzxHdEQXAFeOUwZSFadQuEhX+KRsaVBcK+MAd,KyvTirtpyQoru/LXbReUBZEinSPNvViReJGNxrk,PvKIvNTICsAGbUATSWSA/vB+RScDJzRZreblZJy,kIbRpfhpUYdVhCopXuVVyRsTSgeClSRDWPCNrBI,14,MANDATORY_READING,Dipl.-Ing.,Peter,Becker,Waldweg,20,58553,Halver,Buschhausen,peter.becker@example.com
Meter Reading (MR) Doc. No.,rncECYddEcliZxKlmhhXZxJZpgTkECNhGZVXTYX,socDYAQrZxiPE+gUPvzWECXnA+cfoOVv+XURrPs,'+VsTsCoYYmuhsXORujIkV/EMPsrUNHCKuynqZPA,eZIB+HXtKEYjUWQRQ/NVarUdxv/EamYOW+CUxLB,4,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,rncECYddEcliZxKlmhhXZxJZpgTkECNhGZVXTYX,socDYAQrZxiPE+gUPvzWECXnA+cfoOVv+XURrPs,'+VsTsCoYYmuhsXORujIkV/EMPsrUNHCKuynqZPA,eZIB+HXtKEYjUWQRQ/NVarUdxv/EamYOW+CUxLB,4,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,rncECYddEcliZxKlmhhXZxJZpgTkECNhGZVXTYX,socDYAQrZxiPE+gUPvzWECXnA+cfoOVv+XURrPs,'+VsTsCoYYmuhsXORujIkV/EMPsrUNHCKuynqZPA,eZIB+HXtKEYjUWQRQ/NVarUdxv/EamYOW+CUxLB,4,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,rncECYddEcliZxKlmhhXZxJZpgTkECNhGZVXTYX,socDYAQrZxiPE+gUPvzWECXnA+cfoOVv+XURrPs,'+VsTsCoYYmuhsXORujIkV/EMPsrUNHCKuynqZPA,eZIB+HXtKEYjUWQRQ/NVarUdxv/EamYOW+CUxLB,4,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,RmHuoTyTVtgQNooEjgfhiUNfTIBMTRapWKetmXS,CTuUneTXp+HbCPKwNYHtVFNnBqhTXE/vZjIuRZk,knWsBaUAfhOwOHwyInTBSlxxZGaa/mvBxujRaFU,SePFYjS/UmIJVPzIdebVSRfBSpgUYPgHZeoXmLi,7,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,RmHuoTyTVtgQNooEjgfhiUNfTIBMTRapWKetmXS,CTuUneTXp+HbCPKwNYHtVFNnBqhTXE/vZjIuRZk,knWsBaUAfhOwOHwyInTBSlxxZGaa/mvBxujRaFU,SePFYjS/UmIJVPzIdebVSRfBSpgUYPgHZeoXmLi,7,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,RmHuoTyTVtgQNooEjgfhiUNfTIBMTRapWKetmXS,CTuUneTXp+HbCPKwNYHtVFNnBqhTXE/vZjIuRZk,knWsBaUAfhOwOHwyInTBSlxxZGaa/mvBxujRaFU,SePFYjS/UmIJVPzIdebVSRfBSpgUYPgHZeoXmLi,7,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,RmHuoTyTVtgQNooEjgfhiUNfTIBMTRapWKetmXS,CTuUneTXp+HbCPKwNYHtVFNnBqhTXE/vZjIuRZk,knWsBaUAfhOwOHwyInTBSlxxZGaa/mvBxujRaFU,SePFYjS/UmIJVPzIdebVSRfBSpgUYPgHZeoXmLi,7,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,xj+LMTbTr/jYSFZZRBCcZGgTQrTiUNRnYpDhHCV,YUKTuOyRoBXijQXAZHRyNuZIdYrjkQqzv/OPdVF,nhYM+LCcITdUQVQRomMKwZZpRRmlPtZYZnZTxBP,waSZU+DWBQNjwfVGRvTQxnaB/T+ijUDjqHMOGcM,2,MANDATORY_READING,Dipl.-Ing.,Peter,Schmidt,Marktplatz,30,58553,Halver,Buschhausen,peter.schmidt@example.com
Meter Reading (MR) Doc. No.,xj+LMTbTr/jYSFZZRBCcZGgTQrTiUNRnYpDhHCV,YUKTuOyRoBXijQXAZHRyNuZIdYrjkQqzv/OPdVF,nhYM+LCcITdUQVQRomMKwZZpRRmlPtZYZnZTxBP,waSZU+DWBQNjwfVGRvTQxnaB/T+ijUDjqHMOGcM,2,MANDATORY_READING,Dipl.-Ing.,Peter,Schmidt,Marktplatz,30,58553,Halver,Buschhausen,peter.schmidt@example.com
Meter Reading (MR) Doc. No.,xj+LMTbTr/jYSFZZRBCcZGgTQrTiUNRnYpDhHCV,YUKTuOyRoBXijQXAZHRyNuZIdYrjkQqzv/OPdVF,nhYM+LCcITdUQVQRomMKwZZpRRmlPtZYZnZTxBP,waSZU+DWBQNjwfVGRvTQxnaB/T+ijUDjqHMOGcM,2,MANDATORY_READING,Dipl.-Ing.,Peter,Schmidt,Marktplatz,30,58553,Halver,Buschhausen,peter.schmidt@example.com
Meter Reading (MR) Doc. No.,xj+LMTbTr/jYSFZZRBCcZGgTQrTiUNRnYpDhHCV,YUKTuOyRoBXijQXAZHRyNuZIdYrjkQqzv/OPdVF,nhYM+LCcITdUQVQRomMKwZZpRRmlPtZYZnZTxBP,waSZU+DWBQNjwfVGRvTQxnaB/T+ijUDjqHMOGcM,2,MANDATORY_READING,Dipl.-Ing.,Peter,Schmidt,Marktplatz,30,58553,Halver,Buschhausen,peter.schmidt@example.com
Meter Reading (MR) Doc. No.,kUiXYaVKjTGUydgsYSQQXlJvFuikIywnDuSZtSh,VusGeRlGAQxmeZRyip+kRFrOSFOkZyUwqwTVCeE,nFPLuWYGlxuRU/XooMzRGQVuZNjvzIgnszVQDDQ,czYmOMnrvSzmWZkqtqVoLocnCMCUemzbFsJhTZE,224,MANDATORY_READING,Dipl.-Ing.,Anna,Becker,Bahnhofstraße,50,58513,Lüdenscheid,Dünnebrett,anna.becker@example.com
Meter Reading (MR) Doc. No.,kUiXYaVKjTGUydgsYSQQXlJvFuikIywnDuSZtSh,VusGeRlGAQxmeZRyip+kRFrOSFOkZyUwqwTVCeE,nFPLuWYGlxuRU/XooMzRGQVuZNjvzIgnszVQDDQ,czYmOMnrvSzmWZkqtqVoLocnCMCUemzbFsJhTZE,224,MANDATORY_READING,Dipl.-Ing.,Anna,Becker,Bahnhofstraße,50,58513,Lüdenscheid,Dünnebrett,anna.becker@example.com
Meter Reading (MR) Doc. No.,kUiXYaVKjTGUydgsYSQQXlJvFuikIywnDuSZtSh,VusGeRlGAQxmeZRyip+kRFrOSFOkZyUwqwTVCeE,nFPLuWYGlxuRU/XooMzRGQVuZNjvzIgnszVQDDQ,czYmOMnrvSzmWZkqtqVoLocnCMCUemzbFsJhTZE,224,MANDATORY_READING,Dipl.-Ing.,Anna,Becker,Bahnhofstraße,50,58513,Lüdenscheid,Dünnebrett,anna.becker@example.com
Meter Reading (MR) Doc. No.,kUiXYaVKjTGUydgsYSQQXlJvFuikIywnDuSZtSh,VusGeRlGAQxmeZRyip+kRFrOSFOkZyUwqwTVCeE,nFPLuWYGlxuRU/XooMzRGQVuZNjvzIgnszVQDDQ,czYmOMnrvSzmWZkqtqVoLocnCMCUemzbFsJhTZE,224,MANDATORY_READING,Dipl.-Ing.,Anna,Becker,Bahnhofstraße,50,58513,Lüdenscheid,Dünnebrett,anna.becker@example.com
Meter Reading (MR) Doc. No.,tXQREROXAOcJyUTqivPuvpYLKUxU+XAQJRAdqiR,PfqnMiUUsYPlaJDxLShvjySPHpaXbQSPYYTSCyh,hrmRjrJFX+gvMvsgKPvSRWeuPQRhVhQi/jXJXyv,jsDwaYr+rvTWbSZUBQTZHg+UXVRDfzpQMSgHpwy,9,MANDATORY_READING,Dipl.-Ing.,Julia,Fischer,Hauptstraße,30,58553,Halver,Buschhausen,julia.fischer@example.com
Meter Reading (MR) Doc. No.,tXQREROXAOcJyUTqivPuvpYLKUxU+XAQJRAdqiR,PfqnMiUUsYPlaJDxLShvjySPHpaXbQSPYYTSCyh,hrmRjrJFX+gvMvsgKPvSRWeuPQRhVhQi/jXJXyv,jsDwaYr+rvTWbSZUBQTZHg+UXVRDfzpQMSgHpwy,9,MANDATORY_READING,Dipl.-Ing.,Julia,Fischer,Hauptstraße,30,58553,Halver,Buschhausen,julia.fischer@example.com
Meter Reading (MR) Doc. No.,tXQREROXAOcJyUTqivPuvpYLKUxU+XAQJRAdqiR,PfqnMiUUsYPlaJDxLShvjySPHpaXbQSPYYTSCyh,hrmRjrJFX+gvMvsgKPvSRWeuPQRhVhQi/jXJXyv,jsDwaYr+rvTWbSZUBQTZHg+UXVRDfzpQMSgHpwy,9,MANDATORY_READING,Dipl.-Ing.,Julia,Fischer,Hauptstraße,30,58553,Halver,Buschhausen,julia.fischer@example.com
Meter Reading (MR) Doc. No.,tXQREROXAOcJyUTqivPuvpYLKUxU+XAQJRAdqiR,PfqnMiUUsYPlaJDxLShvjySPHpaXbQSPYYTSCyh,hrmRjrJFX+gvMvsgKPvSRWeuPQRhVhQi/jXJXyv,jsDwaYr+rvTWbSZUBQTZHg+UXVRDfzpQMSgHpwy,9,MANDATORY_READING,Dipl.-Ing.,Julia,Fischer,Hauptstraße,30,58553,Halver,Buschhausen,julia.fischer@example.com
Meter Reading (MR) Doc. No.,UVifHGRWQFeWMGIYOPZWhfSz/hWNotxYt/VetEH,BgKWvQWZUJRnYPYMV+LfXuSPjgXEGXqDknHmkoT,DjQqdMouZqoYbTwQyQGxXQKgddSNTWTLXXEVCig,FVyZqEbjR+WpzDOYQhtnnZZRWHqyCBeEeTQwGQU,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,UVifHGRWQFeWMGIYOPZWhfSz/hWNotxYt/VetEH,BgKWvQWZUJRnYPYMV+LfXuSPjgXEGXqDknHmkoT,DjQqdMouZqoYbTwQyQGxXQKgddSNTWTLXXEVCig,FVyZqEbjR+WpzDOYQhtnnZZRWHqyCBeEeTQwGQU,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,UVifHGRWQFeWMGIYOPZWhfSz/hWNotxYt/VetEH,BgKWvQWZUJRnYPYMV+LfXuSPjgXEGXqDknHmkoT,DjQqdMouZqoYbTwQyQGxXQKgddSNTWTLXXEVCig,FVyZqEbjR+WpzDOYQhtnnZZRWHqyCBeEeTQwGQU,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,UVifHGRWQFeWMGIYOPZWhfSz/hWNotxYt/VetEH,BgKWvQWZUJRnYPYMV+LfXuSPjgXEGXqDknHmkoT,DjQqdMouZqoYbTwQyQGxXQKgddSNTWTLXXEVCig,FVyZqEbjR+WpzDOYQhtnnZZRWHqyCBeEeTQwGQU,3,MANDATORY_READING,,,,,,,,,
Meter Reading (MR) Doc. No.,OYCXXFyizpoMIXJxtnJWwX/ZKifbiVZalCkisJf,edTcQGxMGCsJJZeytVRn/KVgghYvTjZFthFanXn,NBIAOzJZsnMtYtNRIOIqIPUeQygWRxWlDSbBvPC,bTkLkYdWyLqOuQGQPktvbqmzItlZKTUgWeKHVdk,41,MANDATORY_READING,Prof.,Julia,Hoffmann,Kirchweg,1,58507,Lüdenscheid,,julia.hoffmann@example.com
Meter Reading (MR) Doc. No.,OYCXXFyizpoMIXJxtnJWwX/ZKifbiVZalCkisJf,edTcQGxMGCsJJZeytVRn/KVgghYvTjZFthFanXn,NBIAOzJZsnMtYtNRIOIqIPUeQygWRxWlDSbBvPC,bTkLkYdWyLqOuQGQPktvbqmzItlZKTUgWeKHVdk,41,MANDATORY_READING,Prof.,Julia,Hoffmann,Kirchweg,1,58507,Lüdenscheid,,julia.hoffmann@example.com
Meter Reading (MR) Doc. No.,OYCXXFyizpoMIXJxtnJWwX/ZKifbiVZalCkisJf,edTcQGxMGCsJJZeytVRn/KVgghYvTjZFthFanXn,NBIAOzJZsnMtYtNRIOIqIPUeQygWRxWlDSbBvPC,bTkLkYdWyLqOuQGQPktvbqmzItlZKTUgWeKHVdk,41,MANDATORY_READING,Prof.,Julia,Hoffmann,Kirchweg,1,58507,Lüdenscheid,,julia.hoffmann@example.com
Meter Reading (MR) Doc. No.,OYCXXFyizpoMIXJxtnJWwX/ZKifbiVZalCkisJf,edTcQGxMGCsJJZeytVRn/KVgghYvTjZFthFanXn,NBIAOzJZsnMtYtNRIOIqIPUeQygWRxWlDSbBvPC,bTkLkYdWyLqOuQGQPktvbqmzItlZKTUgWeKHVdk,41,MANDATORY_READING,Prof.,Julia,Hoffmann,Kirchweg,1,58507,Lüdenscheid,,julia.hoffmann@example.com
Meter Reading (MR) Doc. No.,YqhBMXfBAUTafrXVTqLVuvBaCxidolUpRettHQL,MriXFsoTEqZtIRmxQWfYMwJlQmSfYmoVEtIKAqd,sSoj/vHBESQrVUuiRNZbwOvXPJwEScb+HFwYBgL,ZTBGQeuqNdZWUilVIWRvZgbLNEQboWSSPucZtId,15,MANDATORY_READING,Frau,Klaus,Meyer,Kirchweg,5,58553,Halver,Buschhausen,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,YqhBMXfBAUTafrXVTqLVuvBaCxidolUpRettHQL,MriXFsoTEqZtIRmxQWfYMwJlQmSfYmoVEtIKAqd,sSoj/vHBESQrVUuiRNZbwOvXPJwEScb+HFwYBgL,ZTBGQeuqNdZWUilVIWRvZgbLNEQboWSSPucZtId,15,MANDATORY_READING,Frau,Klaus,Meyer,Kirchweg,5,58553,Halver,Buschhausen,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,YqhBMXfBAUTafrXVTqLVuvBaCxidolUpRettHQL,MriXFsoTEqZtIRmxQWfYMwJlQmSfYmoVEtIKAqd,sSoj/vHBESQrVUuiRNZbwOvXPJwEScb+HFwYBgL,ZTBGQeuqNdZWUilVIWRvZgbLNEQboWSSPucZtId,15,MANDATORY_READING,Frau,Klaus,Meyer,Kirchweg,5,58553,Halver,Buschhausen,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,YqhBMXfBAUTafrXVTqLVuvBaCxidolUpRettHQL,MriXFsoTEqZtIRmxQWfYMwJlQmSfYmoVEtIKAqd,sSoj/vHBESQrVUuiRNZbwOvXPJwEScb+HFwYBgL,ZTBGQeuqNdZWUilVIWRvZgbLNEQboWSSPucZtId,15,MANDATORY_READING,Frau,Klaus,Meyer,Kirchweg,5,58553,Halver,Buschhausen,klaus.meyer@example.com
Meter Reading (MR) Doc. No.,vZKWSCsqQBBzWDDfVltWVWZU/jREcWdSDqXrPKz,QriQoTXrFUUyG+GIkLSz/+TpWXuk/XTjDzuZgBN,DjcTUGZLIWsZnRWilpsTmLUQjkuJkKgeymKScgU,nu/xUKPkhGvZRFXTQnukzyMHWnpsWGY+UO+NmrX,23,MANDATORY_READING,Frau,Thomas,Wagner,Bahnhofstraße,42,58099,Hagen,Boele,thomas.wagner@example.com
