Meter Reading (MR) Doc. No.,HAUS,ANLAGE,ME_MA_ID,EQUNR,HOUSE_NUM1,ENTSCHEIDUNG,TITLE,FORENAME,SURNAME,STREET,STREETNO,POST_CODE1,CITY1,CITY2,EMAIL
WrtTZ/WCIYkWERWZSZi/UiZAVRZlXtLTuGkjVQt,VSQkNdhYQHH+XcIPcmbfDsmXOOWMwYDVchUGbYF,BzACnYQUTXBigeT+QdzgsAWWKSWUeeZAtcZuRYK,ccheezrEutVG/YAobDiYDNmaHZzXUekVYySOnJW,TxXFdBQZeXRdif/pPCaYdUYYyVoxBITbXBMkixC,4,DIRECT_MAIL,Herr,Petra,Fischer,Waldweg,,58553,Halver,Halver,
fNJlTfalorQ+FETDbapcUNaE+aKCxOaRsWGbXly,VSQkNdhYQHH+XcIPcmbfDsmXOOWMwYDVchUGbYF,BzACnYQUTXBigeT+QdzgsAWWKSWUeeZAtcZuRYK,ccheezrEutVG/YAobDiYDNmaHZzXUekVYySOnJW,TxXFdBQZeXRdif/pPCaYdUYYyVoxBITbXBMkixC,4,DIRECT_MAIL,Herr,Petra,Fischer,Waldweg,,58553,Halver,Halver,
NYEWInVAXlKQEQxcSUFgXTHcWDilqfPoJboyGuY,sENjVZWGDLyUiYlsUuUQRlLRkeaDxAHYSrBeIKf,QTCUQTRSGXvkiZSDqxsniXHJwRrvFMjCFXkWadT,VmTK+RAJJFcuSaxLTVgqNDjnEtVKlvDdUGwKjqe,daGtTnvjzDrhueXxYzjshyQIYOcjUZxnSroyTWw,7,DIRECT_MAIL,Dr.,Michael,Schneider,Bahnhofstraße,,58507,Lüdenscheid,Lüdenscheid,
QBmmBgpkgDiWf/SXWRnWZoMDoGofHRMSvEXcvpY,sENjVZWGDLyUiYlsUuUQRlLRkeaDxAHYSrBeIKf,QTCUQTRSGXvkiZSDqxsniXHJwRrvFMjCFXkWadT,VmTK+RAJJFcuSaxLTVgqNDjnEtVKlvDdUGwKjqe,daGtTnvjzDrhueXxYzjshyQIYOcjUZxnSroyTWw,7,DIRECT_MAIL,Dr.,Michael,Schneider,Bahnhofstraße,,58507,Lüdenscheid,Lüdenscheid,
kXXQanzzRwSVVuyRpqwWWNxTFpU/GZSPUhPZagu,sENjVZWGDLyUiYlsUuUQRlLRkeaDxAHYSrBeIKf,QTCUQTRSGXvkiZSDqxsniXHJwRrvFMjCFXkWadT,VmTK+RAJJFcuSaxLTVgqNDjnEtVKlvDdUGwKjqe,daGtTnvjzDrhueXxYzjshyQIYOcjUZxnSroyTWw,7,DIRECT_MAIL,Dr.,Michael,Schneider,Bahnhofstraße,,58507,Lüdenscheid,Lüdenscheid,
uVxTSJfyNZJKQPlde/IjCzXQddmbQrcYEYKFkpb,sENjVZWGDLyUiYlsUuUQRlLRkeaDxAHYSrBeIKf,QTCUQTRSGXvkiZSDqxsniXHJwRrvFMjCFXkWadT,VmTK+RAJJFcuSaxLTVgqNDjnEtVKlvDdUGwKjqe,daGtTnvjzDrhueXxYzjshyQIYOcjUZxnSroyTWw,7,DIRECT_MAIL,Dr.,Michael,Schneider,Bahnhofstraße,,58507,Lüdenscheid,Lüdenscheid,
VbUzRZfPXifRbQCSbZCCARRlSaKR+bwyTUqhUAH,ErSlQXXRHZUaewxhIp/eWralzaKThlRrjAUY/Pl,maOyLORExNxqiPaZTGTNkqSYRuITjyXLfFnuzXX,kLrQQFzfdFvMgtGZY+r+qSOUTTGYEUcRGQpkOLJ,/xZKdriKYl+NihUQWWftjlzlPujcXYpBZTZQXmh,38,DIRECT_MAIL,Herr,Julia,Fischer,Marktplatz,,58515,Lüdenscheid,,
oqmRcWgAbrXiEQQIoTWWqsimMFkyITEQvEOlXjI,ErSlQXXRHZUaewxhIp/eWralzaKThlRrjAUY/Pl,maOyLORExNxqiPaZTGTNkqSYRuITjyXLfFnuzXX,kLrQQFzfdFvMgtGZY+r+qSOUTTGYEUcRGQpkOLJ,/xZKdriKYl+NihUQWWftjlzlPujcXYpBZTZQXmh,38,DIRECT_MAIL,Herr,Julia,Fischer,Marktplatz,,58515,Lüdenscheid,,
uTkNjGwryAXAgRZuwq+UeJGsoVzhzZcYBTZdVWG,ErSlQXXRHZUaewxhIp/eWralzaKThlRrjAUY/Pl,maOyLORExNxqiPaZTGTNkqSYRuITjyXLfFnuzXX,kLrQQFzfdFvMgtGZY+r+qSOUTTGYEUcRGQpkOLJ,/xZKdriKYl+NihUQWWftjlzlPujcXYpBZTZQXmh,38,DIRECT_MAIL,Herr,Julia,Fischer,Marktplatz,,58515,Lüdenscheid,,
TQxfXVVpRGeReXbfjYsWooLdGaxQCOgHpJm+odV,HSSrhLCvYHSUQOzGpwJkMzw+BGdRoRAVjERhLaH,BTOyxmPjyUBLWQGTJaUXEQbUDkATlWHWp+vLYoY,rMsKzIPNITAvCKbmIlhgmSKuipCZDtjWwAwIcXm,xwexWSaQmWbTvamllzUI//BLHWS+dymtfdfEBSb,30,DIRECT_MAIL,Prof.,Klaus,Schneider,Bahnhofstraße,,58515,Lüdenscheid,,
X/oLTGaBXuQQHxfeJKwlsRS/fMFZEPQFQnWGXJU,HSSrhLCvYHSUQOzGpwJkMzw+BGdRoRAVjERhLaH,BTOyxmPjyUBLWQGTJaUXEQbUDkATlWHWp+vLYoY,rMsKzIPNITAvCKbmIlhgmSKuipCZDtjWwAwIcXm,xwexWSaQmWbTvamllzUI//BLHWS+dymtfdfEBSb,30,DIRECT_MAIL,Prof.,Klaus,Schneider,Bahnhofstraße,,58515,Lüdenscheid,,
bbUkvhHoJVkTPvcGKpviYRAZUnvXawF+pTBpBRe,HSSrhLCvYHSUQOzGpwJkMzw+BGdRoRAVjERhLaH,BTOyxmPjyUBLWQGTJaUXEQbUDkATlWHWp+vLYoY,rMsKzIPNITAvCKbmIlhgmSKuipCZDtjWwAwIcXm,xwexWSaQmWbTvamllzUI//BLHWS+dymtfdfEBSb,30,DIRECT_MAIL,Prof.,Klaus,Schneider,Bahnhofstraße,,58515,Lüdenscheid,,
oFyYske+sjSEXpRkN//pbZXfJXUMkwjVasPkfjZ,HSSrhLCvYHSUQOzGpwJkMzw+BGdRoRAVjERhLaH,BTOyxmPjyUBLWQGTJaUXEQbUDkATlWHWp+vLYoY,rMsKzIPNITAvCKbmIlhgmSKuipCZDtjWwAwIcXm,xwexWSaQmWbTvamllzUI//BLHWS+dymtfdfEBSb,30,DIRECT_MAIL,Prof.,Klaus,Schneider,Bahnhofstraße,,58515,Lüdenscheid,,
FyAaZzUWWSYK/nKZUYxFqSBOUTPCV/cDSVFJHXj,OEROcbPQywWwZKHUSiTectPkJRRRW/LFFVYbqZd,TFCZWQdSyWDXHzkOBVKQrVAXCGpSSXluwiePXQY,DjVJWcQbTsvMdWCTQjhNRcTauCzaoQSYtdsuRUy,cIWhYySaeZbpXIvWSsxQvANfXSRUmpp+zcAJT+w,28,DIRECT_MAIL,Dr.,Sabine,Weber,Schulstraße,,58515,Lüdenscheid,,
RlYxoFvOZprLTBRwbMYjeFugLjtlWpaFqUmwPRv,OEROcbPQywWwZKHUSiTectPkJRRRW/LFFVYbqZd,TFCZWQdSyWDXHzkOBVKQrVAXCGpSSXluwiePXQY,DjVJWcQbTsvMdWCTQjhNRcTauCzaoQSYtdsuRUy,cIWhYySaeZbpXIvWSsxQvANfXSRUmpp+zcAJT+w,28,DIRECT_MAIL,Dr.,Sabine,Weber,Schulstraße,,58515,Lüdenscheid,,
SRGAV/SYL+YDLylSQXiGUaybRY+g+EJPVgwihSJ,OEROcbPQywWwZKHUSiTectPkJRRRW/LFFVYbqZd,TFCZWQdSyWDXHzkOBVKQrVAXCGpSSXluwiePXQY,DjVJWcQbTsvMdWCTQjhNRcTauCzaoQSYtdsuRUy,cIWhYySaeZbpXIvWSsxQvANfXSRUmpp+zcAJT+w,28,DIRECT_MAIL,Dr.,Sabine,Weber,Schulstraße,,58515,Lüdenscheid,,
SthSVldxqfBUxgOnGxRtFFMCd+XRXZSXxZfrXZH,OEROcbPQywWwZKHUSiTectPkJRRRW/LFFVYbqZd,TFCZWQdSyWDXHzkOBVKQrVAXCGpSSXluwiePXQY,DjVJWcQbTsvMdWCTQjhNRcTauCzaoQSYtdsuRUy,cIWhYySaeZbpXIvWSsxQvANfXSRUmpp+zcAJT+w,28,DIRECT_MAIL,Dr.,Sabine,Weber,Schulstraße,,58515,Lüdenscheid,,
HVArTwZeSoKTYVYPkTyxRXnmrQHacNkUqfmWMjm,QTluPTHZTUPPZGiGfwvZRJXtbZFva+IQBObNvQV,vWBNVKTgKyRPrZgMZk/lVfpvJuKDRHwlUnroUUP,vPDNCeSCApFftwNQVQHKaJOOeSthZveWQbI+uQh,hRfRPUAhHeXZGbTGoSEZWkXzIdUngACYQ/LTXnZ,8,DIRECT_MAIL,Herr,Hans,Fischer,Schulstraße,,58515,Lüdenscheid,,
HiZZgigVKNWINzQqPxlaKWb+SHPAvyDXSMfuBDS,QTluPTHZTUPPZGiGfwvZRJXtbZFva+IQBObNvQV,vWBNVKTgKyRPrZgMZk/lVfpvJuKDRHwlUnroUUP,vPDNCeSCApFftwNQVQHKaJOOeSthZveWQbI+uQh,hRfRPUAhHeXZGbTGoSEZWkXzIdUngACYQ/LTXnZ,8,DIRECT_MAIL,Herr,Hans,Fischer,Schulstraße,,58515,Lüdenscheid,,
TK/iHXocIGXFzFlVVXVSexQZ/wUvxlqijZEOeYC,QTluPTHZTUPPZGiGfwvZRJXtbZFva+IQBObNvQV,vWBNVKTgKyRPrZgMZk/lVfpvJuKDRHwlUnroUUP,vPDNCeSCApFftwNQVQHKaJOOeSthZveWQbI+uQh,hRfRPUAhHeXZGbTGoSEZWkXzIdUngACYQ/LTXnZ,8,DIRECT_MAIL,Herr,Hans,Fischer,Schulstraße,,58515,Lüdenscheid,,
oWWAXM+VvuZhREsWWYjYXshKAWegdWrrbRWat/F,QTluPTHZTUPPZGiGfwvZRJXtbZFva+IQBObNvQV,vWBNVKTgKyRPrZgMZk/lVfpvJuKDRHwlUnroUUP,vPDNCeSCApFftwNQVQHKaJOOeSthZveWQbI+uQh,hRfRPUAhHeXZGbTGoSEZWkXzIdUngACYQ/LTXnZ,8,DIRECT_MAIL,Herr,Hans,Fischer,Schulstraße,,58515,Lüdenscheid,,
/brZ+jhUbGdZUXZRUxXlTrYAmoyuRRaLeEYrnKq,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
FObcijGF+oFMuRoUfZzRSSuvHVxexSDxp+CPyTK,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
LeXYHdKurXjTSd/sSdCeWjIWoSvXvUOJrHSnDhX,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
QbBEohOcsVORIVVjFbhSOOyJQSKiLAqGFekskRd,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
TXIgTQSrWHCXgTXIWoTuEzZIxWoCUURmhesEXqZ,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
WwyUnKXzcDLgUpViNQJhb+Vd/nwfUYzQThYSWjT,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
aaNENdqXcWMA+lCZSmqPcWBp+fsWRAGuwNINVHi,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
cThZ+oORqNlOWXxfUQSrJXDTSXFjFfuWdwidSRU,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
gHqrVRxsFi//EXaDECrSf/ULULVS/RVdOtUZvQf,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
nSqYSaVVFvpTAoeQzTW+EOZgGXRlIRIQkPRtHVH,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
ncOIzMylNUHlnXQICizUSnhcEtSDfGsCGtntZim,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
ntuwSTFSEdrV/oih+tyjSpfSWQXagXQXAHjSNBb,XxSOcZIkHTqXsnaEXFWzjWfWLlQjXYcMMMiRXwj,UVfuyRcPGSlYeEBpplKBjTaThKvSwybENVyGqqI,exNyTvopPFUbPyaXVIVEozWVJdDC/vXdTHwtwlR,uZ/svToxuexaeYgWVciXWYSsHSdlcmYvJYWVXNH,6,DIRECT_MAIL,Dipl.-Ing.,Klaus,Meyer,Dorfstraße,,58507,Lüdenscheid,,
GcWUrBWSZsjURNsEWQmTEBqPSZZVJvsZjHPxjwg,trkNKxrmNZKkvxbyHUYjNUXyAdZS+teW/FHgOqf,wkTonFzXrcYOZF/YwYB+PrRulHxXljAYQPJVVQf,tYLteqrSRkYQ+pRtPnQKKbqSQOyyQeqKwIgKvRh,oLVecnSFiLLvgQqatt+ISSaJkXQYXYmiaWYEGUu,3,DIRECT_MAIL,Herr,Klaus,Weber,Dorfstraße,,58553,Halver,Halver,
ZckQxSt+VmMuQjonbsrVRgSDTkiYXxFnVQMXJuT,trkNKxrmNZKkvxbyHUYjNUXyAdZS+teW/FHgOqf,wkTonFzXrcYOZF/YwYB+PrRulHxXljAYQPJVVQf,tYLteqrSRkYQ+pRtPnQKKbqSQOyyQeqKwIgKvRh,oLVecnSFiLLvgQqatt+ISSaJkXQYXYmiaWYEGUu,3,DIRECT_MAIL,Herr,Klaus,Weber,Dorfstraße,,58553,Halver,Halver,
qI/nxjasRZgkWHAuIdgpqjtxZlXDWyFBSZkn/ox,trkNKxrmNZKkvxbyHUYjNUXyAdZS+teW/FHgOqf,wkTonFzXrcYOZF/YwYB+PrRulHxXljAYQPJVVQf,tYLteqrSRkYQ+pRtPnQKKbqSQOyyQeqKwIgKvRh,oLVecnSFiLLvgQqatt+ISSaJkXQYXYmiaWYEGUu,3,DIRECT_MAIL,Herr,Klaus,Weber,Dorfstraße,,58553,Halver,Halver,
xEkGByJTrTYzSJpSxLtkiTclXXSYZEAGdZs+bgK,trkNKxrmNZKkvxbyHUYjNUXyAdZS+teW/FHgOqf,wkTonFzXrcYOZF/YwYB+PrRulHxXljAYQPJVVQf,tYLteqrSRkYQ+pRtPnQKKbqSQOyyQeqKwIgKvRh,oLVecnSFiLLvgQqatt+ISSaJkXQYXYmiaWYEGUu,3,DIRECT_MAIL,Herr,Klaus,Weber,Dorfstraße,,58553,Halver,Halver,
AbRYPOTpwaOnVZ+BYHLZItgYIQfohwdofrCdWQP,ETWMcvqLHhWwKDiDZhvaFQQSVaVRQnSJEHwRSdO,EautgqAJUEbYa+aHhIQSXngjW+tQIHvzUKwefBh,wUZZepUfUOkkgzCmKYLIJ+SttpcN+CPnYZxaiTu,hRRQK+rgaoXoU/O+oHlE/bofZjsyQJudqVV/dgQ,50,DIRECT_MAIL,Dr.,Petra,Schneider,Bergstraße,,58089,Hagen,Vorhalle,
cJUM+NsZgTFVuW/IXHhcEwPTKFWAnhOLFwTZOT+,ETWMcvqLHhWwKDiDZhvaFQQSVaVRQnSJEHwRSdO,EautgqAJUEbYa+aHhIQSXngjW+tQIHvzUKwefBh,wUZZepUfUOkkgzCmKYLIJ+SttpcN+CPnYZxaiTu,hRRQK+rgaoXoU/O+oHlE/bofZjsyQJudqVV/dgQ,50,DIRECT_MAIL,Dr.,Petra,Schneider,Bergstraße,,58089,Hagen,Vorhalle,
kDyYxlqQXMPwnUZVQY+sTZYFPXFTLTPVXITsED+,ETWMcvqLHhWwKDiDZhvaFQQSVaVRQnSJEHwRSdO,EautgqAJUEbYa+aHhIQSXngjW+tQIHvzUKwefBh,wUZZepUfUOkkgzCmKYLIJ+SttpcN+CPnYZxaiTu,hRRQK+rgaoXoU/O+oHlE/bofZjsyQJudqVV/dgQ,50,DIRECT_MAIL,Dr.,Petra,Schneider,Bergstraße,,58089,Hagen,Vorhalle,
lWgeGewbZnZFwWtuQKw+AplyDckVdCLOCTa+hBx,ETWMcvqLHhWwKDiDZhvaFQQSVaVRQnSJEHwRSdO,EautgqAJUEbYa+aHhIQSXngjW+tQIHvzUKwefBh,wUZZepUfUOkkgzCmKYLIJ+SttpcN+CPnYZxaiTu,hRRQK+rgaoXoU/O+oHlE/bofZjsyQJudqVV/dgQ,50,DIRECT_MAIL,Dr.,Petra,Schneider,Bergstraße,,58089,Hagen,Vorhalle,
'+BpwWwORfmOJtJoYrJvRnXQtiUpLqZQdYIlFwZz,fkigvWMMVtv/EPZxhTZcOrIRXWQTXOakdMjUai+,uCHSjQPrYONhFfTPjZUeSewnUbtevgzYkFjqbcO,FVvrLZURpohEsldsUFSnFVVamzWtzlakveQYhuY,sUr/ZpKd+McUpgzrqCShUuunwCyQwlCxWHrndnq,27,DIRECT_MAIL,Prof.,Klaus,Schulz,Schulstraße,,58515,Lüdenscheid,,
ETMIzqQ/zcWzsmzFrQHVpv/StkxsvPIrSUrEobV,fkigvWMMVtv/EPZxhTZcOrIRXWQTXOakdMjUai+,uCHSjQPrYONhFfTPjZUeSewnUbtevgzYkFjqbcO,FVvrLZURpohEsldsUFSnFVVamzWtzlakveQYhuY,sUr/ZpKd+McUpgzrqCShUuunwCyQwlCxWHrndnq,27,DIRECT_MAIL,Prof.,Klaus,Schulz,Schulstraße,,58515,Lüdenscheid,,
SYbVPhoVCMrExTBvZnwTSFXbR+XNoRMsounoOM/,fkigvWMMVtv/EPZxhTZcOrIRXWQTXOakdMjUai+,uCHSjQPrYONhFfTPjZUeSewnUbtevgzYkFjqbcO,FVvrLZURpohEsldsUFSnFVVamzWtzlakveQYhuY,sUr/ZpKd+McUpgzrqCShUuunwCyQwlCxWHrndnq,27,DIRECT_MAIL,Prof.,Klaus,Schulz,Schulstraße,,58515,Lüdenscheid,,
VKMIYemkKMvTbGSPSenLxYZwSYmJPYcFQWlWrKa,fkigvWMMVtv/EPZxhTZcOrIRXWQTXOakdMjUai+,uCHSjQPrYONhFfTPjZUeSewnUbtevgzYkFjqbcO,FVvrLZURpohEsldsUFSnFVVamzWtzlakveQYhuY,sUr/ZpKd+McUpgzrqCShUuunwCyQwlCxWHrndnq,27,DIRECT_MAIL,Prof.,Klaus,Schulz,Schulstraße,,58515,Lüdenscheid,,
YfEYglaAngNkmQkUR/VVGSfPKDBxBesYWSWonOL,fkigvWMMVtv/EPZxhTZcOrIRXWQTXOakdMjUai+,uCHSjQPrYONhFfTPjZUeSewnUbtevgzYkFjqbcO,FVvrLZURpohEsldsUFSnFVVamzWtzlakveQYhuY,sUr/ZpKd+McUpgzrqCShUuunwCyQwlCxWHrndnq,27,DIRECT_MAIL,Prof.,Klaus,Schulz,Schulstraße,,58515,Lüdenscheid,,
ggvWmoTfDWOsaQVTwzhtRXWDkumtqgEOVYhJgrS,fkigvWMMVtv/EPZxhTZcOrIRXWQTXOakdMjUai+,uCHSjQPrYONhFfTPjZUeSewnUbtevgzYkFjqbcO,FVvrLZURpohEsldsUFSnFVVamzWtzlakveQYhuY,sUr/ZpKd+McUpgzrqCShUuunwCyQwlCxWHrndnq,27,DIRECT_MAIL,Prof.,Klaus,Schulz,Schulstraße,,58515,Lüdenscheid,,
ocroSndMX/iRNfgn/RGTSuxjXwAuVZTTeCUOBQS,fkigvWMMVtv/EPZxhTZcOrIRXWQTXOakdMjUai+,uCHSjQPrYONhFfTPjZUeSewnUbtevgzYkFjqbcO,FVvrLZURpohEsldsUFSnFVVamzWtzlakveQYhuY,sUr/ZpKd+McUpgzrqCShUuunwCyQwlCxWHrndnq,27,DIRECT_MAIL,Prof.,Klaus,Schulz,Schulstraße,,58515,Lüdenscheid,,
spWaHvXXWVWYLnKVvwvURfeeRoGgVxIsyS+Scux,fkigvWMMVtv/EPZxhTZcOrIRXWQTXOakdMjUai+,uCHSjQPrYONhFfTPjZUeSewnUbtevgzYkFjqbcO,FVvrLZURpohEsldsUFSnFVVamzWtzlakveQYhuY,sUr/ZpKd+McUpgzrqCShUuunwCyQwlCxWHrndnq,27,DIRECT_MAIL,Prof.,Klaus,Schulz,Schulstraße,,58515,Lüdenscheid,,
BXELDZSiwDdLgL/rZfqryNcUZfjWk+dlwKZRLBv,kCBqUPk/VKNAXBoQpThlqsTXwl/yoEIocNkfBgu,dEqMwRWIDUeZGcvzkTySBzpmWynduN/bIlmhuDw,sSuI/UPPZwkAlrXSHjUUX/ZGaRrqnOTleyVdWXl,vCfwSGUPUx/EbyrdSYRDnrIxYmwUnaxxjUdeSHu,52,DIRECT_MAIL,Prof.,Hans,Schneider,Bahnhofstraße,,58762,Altena,Altena,
GqlzUZERhBbGNmMrRdnrrVqaQcomWIxxcDrQpZa,kCBqUPk/VKNAXBoQpThlqsTXwl/yoEIocNkfBgu,dEqMwRWIDUeZGcvzkTySBzpmWynduN/bIlmhuDw,sSuI/UPPZwkAlrXSHjUUX/ZGaRrqnOTleyVdWXl,vCfwSGUPUx/EbyrdSYRDnrIxYmwUnaxxjUdeSHu,52,DIRECT_MAIL,Prof.,Hans,Schneider,Bahnhofstraße,,58762,Altena,Altena,
LBPBPGQucWRkdWZre+hQq/RCOSNXGX/QGRpQHuH,kCBqUPk/VKNAXBoQpThlqsTXwl/yoEIocNkfBgu,dEqMwRWIDUeZGcvzkTySBzpmWynduN/bIlmhuDw,sSuI/UPPZwkAlrXSHjUUX/ZGaRrqnOTleyVdWXl,vCfwSGUPUx/EbyrdSYRDnrIxYmwUnaxxjUdeSHu,52,DIRECT_MAIL,Prof.,Hans,Schneider,Bahnhofstraße,,58762,Altena,Altena,
TXqUkbHgMqbTNmrGgGWYbRnePVDTygVXRSRXjJU,kCBqUPk/VKNAXBoQpThlqsTXwl/yoEIocNkfBgu,dEqMwRWIDUeZGcvzkTySBzpmWynduN/bIlmhuDw,sSuI/UPPZwkAlrXSHjUUX/ZGaRrqnOTleyVdWXl,vCfwSGUPUx/EbyrdSYRDnrIxYmwUnaxxjUdeSHu,52,DIRECT_MAIL,Prof.,Hans,Schneider,Bahnhofstraße,,58762,Altena,Altena,
GUFTEKWtQRFuTReJQlxYuiSWNjpPZUEu/UEbuBG,CmLjsUgiiIFdTuXYAWcV/decTweXXRMfcGWzZcS,loyBiNYKjRRFSPSZfHNGrsaPYVJ/BZvzLnbMWMS,pWWTjl+rZMXZcxolVXXqYWIYUYxDOjRzZSbXPsJ,WYLLXNUEPFZMfVVVidtvhUPpWQzjpNHDWmHQAUR,3,DIRECT_MAIL,Herr,Klaus,Hoffmann,Schulstraße,,58515,Lüdenscheid,,
UWOTNWCHUsx+SXCINisMyJWZbOZLPVjTWf/RPZb,CmLjsUgiiIFdTuXYAWcV/decTweXXRMfcGWzZcS,loyBiNYKjRRFSPSZfHNGrsaPYVJ/BZvzLnbMWMS,pWWTjl+rZMXZcxolVXXqYWIYUYxDOjRzZSbXPsJ,WYLLXNUEPFZMfVVVidtvhUPpWQzjpNHDWmHQAUR,3,DIRECT_MAIL,Herr,Klaus,Hoffmann,Schulstraße,,58515,Lüdenscheid,,
oPQLgAyFtmXJT/uYQhsiUXmwVkcDXujUQbVLkkF,CmLjsUgiiIFdTuXYAWcV/decTweXXRMfcGWzZcS,loyBiNYKjRRFSPSZfHNGrsaPYVJ/BZvzLnbMWMS,pWWTjl+rZMXZcxolVXXqYWIYUYxDOjRzZSbXPsJ,WYLLXNUEPFZMfVVVidtvhUPpWQzjpNHDWmHQAUR,3,DIRECT_MAIL,Herr,Klaus,Hoffmann,Schulstraße,,58515,Lüdenscheid,,
scqdpTMPFfBmrCuYDCfWWVyKXmHyDbzSzhmYTRQ,CmLjsUgiiIFdTuXYAWcV/decTweXXRMfcGWzZcS,loyBiNYKjRRFSPSZfHNGrsaPYVJ/BZvzLnbMWMS,pWWTjl+rZMXZcxolVXXqYWIYUYxDOjRzZSbXPsJ,WYLLXNUEPFZMfVVVidtvhUPpWQzjpNHDWmHQAUR,3,DIRECT_MAIL,Herr,Klaus,Hoffmann,Schulstraße,,58515,Lüdenscheid,,
